"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"6242","GO:0019538",3.80483524184384e-05,0.9999702028734,498,3872,"protein metabolic process","BP",0.0108451449996491
"12602","GO:0050764",4.0073991539641e-05,0.999986919130279,24,95,"regulation of phagocytosis","BP",0.0108670761503271
"17910","GO:0140534",4.13039984891401e-05,0.999985332972921,27,117,"endoplasmic reticulum protein-containing complex","CC",0.0111556020092355
"3337","GO:0006909",4.26741567291516e-05,0.999980099362899,46,229,"phagocytosis","BP",0.0111556020092355
"3466","GO:0007166",4.39779110965293e-05,0.999966514801778,365,2622,"cell surface receptor signaling pathway","BP",0.0113535570610244
"7386","GO:0031343",4.54743246877844e-05,0.999987795765013,18,69,"positive regulation of cell killing","BP",0.0113535570610244
"10572","GO:0043370",4.7290439471245e-05,0.99998755717055,18,60,"regulation of CD4-positive, alpha-beta T cell differentiation","BP",0.0113535570610244
"8322","GO:0032991",4.85646442822835e-05,0.999960994976852,682,5453,"protein-containing complex","CC",0.0120022627602445
"12146","GO:0048247",5.07390889484077e-05,0.999989309724459,14,43,"lymphocyte chemotaxis","BP",0.0121015148720676
"7543","GO:0031663",5.1202703157882e-05,0.999986439302008,18,60,"lipopolysaccharide-mediated signaling pathway","BP",0.0128255792404072
"19983","GO:1904407",5.42985741419445e-05,0.999988682133024,14,40,"positive regulation of nitric oxide metabolic process","BP",0.0130562383042839
"14390","GO:0061809",5.64398131691326e-05,0.999995115966467,8,14,"NAD+ nucleosidase activity, cyclic ADP-ribose generating","MF",0.0132668773515799
"11716","GO:0046638",5.84667333797796e-05,0.999985107662808,17,55,"positive regulation of alpha-beta T cell differentiation","BP",0.0137443318341272
"1143","GO:0002688",6.34468711093343e-05,0.999977261559985,26,117,"regulation of leukocyte chemotaxis","BP",0.0139082625589619
"1175","GO:0002720",6.36649110370194e-05,0.99998038900959,21,81,"positive regulation of cytokine production involved in immune response","BP",0.0139239150643568
"8086","GO:0032640",6.50332568617422e-05,0.999973008174254,34,158,"tumor necrosis factor production","BP",0.0150194581568758
"8115","GO:0032680",6.50332568617422e-05,0.999973008174254,34,158,"regulation of tumor necrosis factor production","BP",0.0150790071836351
"2462","GO:0005344",6.51228139053262e-05,0.999997690065673,5,8,"oxygen carrier activity","MF",0.0151739445895572
"5796","GO:0016798",6.78837844957255e-05,0.999975153460661,27,116,"hydrolase activity, acting on glycosyl bonds","MF",0.0153811492706781
"6816","GO:0030099",6.91905116947908e-05,0.999960518527114,76,436,"myeloid cell differentiation","BP",0.0157095844398799
"3376","GO:0006986",7.05754397337172e-05,0.999971488180922,32,146,"response to unfolded protein","BP",0.0158891133731226
"8944","GO:0034620",7.26269147207614e-05,0.999974609055651,25,102,"cellular response to unfolded protein","BP",0.0163174694612634
"978","GO:0002407",7.4796281298203e-05,0.999989043265,10,25,"dendritic cell chemotaxis","BP",0.0166676831166982
"7412","GO:0031401",7.52249792058493e-05,0.999959274927536,64,352,"positive regulation of protein modification process","BP",0.0167933429591183
"11718","GO:0046640",7.76480665350066e-05,0.999983030498886,14,42,"regulation of alpha-beta T cell proliferation","BP",0.0172228252892062
"957","GO:0002367",7.7706697796903e-05,0.999971261282754,27,118,"cytokine production involved in immune response","BP",0.0177656419417132
"1173","GO:0002718",7.7706697796903e-05,0.999971261282754,27,118,"regulation of cytokine production involved in immune response","BP",0.0181879217527159
"6879","GO:0030185",8.15057734569102e-05,0.999998895005765,4,5,"nitric oxide transport","BP",0.0188442830214213
"9163","GO:0035325",8.34065653351542e-05,0.999993413942881,7,13,"Toll-like receptor binding","MF",0.0189374016669804
"1000","GO:0002438",8.45551378583951e-05,0.999987092845118,10,27,"acute inflammatory response to antigenic stimulus","BP",0.0189374016669804
"10424","GO:0043122",8.46390112571284e-05,0.999955691490065,57,310,"regulation of canonical NF-kappaB signal transduction","BP",0.0190585010366294
"4105","GO:0009057",8.57470222591049e-05,0.999938382221422,212,1457,"macromolecule catabolic process","BP",0.0203304613609805
"908","GO:0002294",8.59058815032472e-05,0.999971346008585,23,88,"CD4-positive, alpha-beta T cell differentiation involved in immune response","BP",0.0206756862195543
"7583","GO:0031720",8.78052823396357e-05,1,3,3,"haptoglobin binding","MF",0.0209804778315197
"1044","GO:0002504",9.02604342476036e-05,0.999984008578039,11,34,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",0.0212424080517822
"15472","GO:0071738",9.16932029986604e-05,1,4,4,"IgD immunoglobulin complex","CC",0.0213515684520884
"8071","GO:0032615",9.34093994770856e-05,0.999974900688183,17,59,"interleukin-12 production","BP",0.0221125376265861
"8100","GO:0032655",9.34093994770856e-05,0.999974900688183,17,59,"regulation of interleukin-12 production","BP",0.0226392297014695
"15238","GO:0071356",9.53199910073733e-05,0.999956744300358,39,196,"cellular response to tumor necrosis factor","BP",0.0229137082661259
"860","GO:0002220",9.57057415607896e-05,0.999967603368653,23,93,"innate immune response activating cell surface receptor signaling pathway","BP",0.0229137082661259
"1029","GO:0002478",9.65837544012455e-05,0.999981064816381,12,38,"antigen processing and presentation of exogenous peptide antigen","BP",0.023351238050552
"903","GO:0002287",0.000101216269613769,0.999965790484927,23,89,"alpha-beta T cell activation involved in immune response","BP",0.0235890572705835
"907","GO:0002293",0.000101216269613769,0.999965790484927,23,89,"alpha-beta T cell differentiation involved in immune response","BP",0.0240530687526595
"3365","GO:0006958",0.000103299672640891,0.999980143412548,12,34,"complement activation, classical pathway","BP",0.0240530687526595
"18061","GO:0140895",0.000104493535983265,0.999968968107849,19,70,"cell surface toll-like receptor signaling pathway","BP",0.0248808864388856
"566","GO:0001788",0.000108705883843789,0.999996470127914,5,7,"antibody-dependent cellular cytotoxicity","BP",0.0248808864388856
"653","GO:0001912",0.000110303258255853,0.999969327690341,17,67,"positive regulation of leukocyte mediated cytotoxicity","BP",0.0251879522590222
"4132","GO:0009100",0.000111379557930307,0.999939167339285,63,340,"glycoprotein metabolic process","BP",0.0258156112302459
"10570","GO:0043368",0.000112030991673286,0.999971497919208,16,49,"positive T cell selection","BP",0.0264102181288731
"12147","GO:0048248",0.00011234799802508,0.999998340068083,4,5,"CXCR3 chemokine receptor binding","MF",0.0267158537856795
"10496","GO:0043235",0.000115364897103305,0.999932319733813,79,437,"receptor complex","CC",0.0276448353427804
"5641","GO:0016493",0.000117108923771761,0.999983802672098,9,23,"C-C chemokine receptor activity","MF",0.0276448353427804
"693","GO:0001960",0.000121330880970975,0.999960827149094,21,80,"negative regulation of cytokine-mediated signaling pathway","BP",0.0276448353427804
"7410","GO:0031399",0.000123322581507718,0.999922946802712,99,612,"regulation of protein modification process","BP",0.0291973236379342
"11149","GO:0045429",0.000126021867879091,0.999973087602273,13,38,"positive regulation of nitric oxide biosynthetic process","BP",0.0293759062639568
"1058","GO:0002524",0.000138060689314954,0.999983985743524,8,18,"hypersensitivity","BP",0.0305369755663236
"999","GO:0002437",0.00013858773592656,0.999959197459673,18,69,"inflammatory response to antigenic stimulus","BP",0.0315376078097389
"11021","GO:0045061",0.000148109638631935,0.99997706022723,10,23,"thymic T cell selection","BP",0.0322968654545478
"10010","GO:0042221",0.000148889297751925,0.999882126628831,430,3362,"response to chemical","BP",0.0324007373158711
"1588","GO:0003824",0.000151495877600532,0.999876544235551,645,5103,"catalytic activity","MF",0.0324007373158711
"1145","GO:0002690",0.000152922321145552,0.999948935564772,21,91,"positive regulation of leukocyte chemotaxis","BP",0.0324007373158711
"8711","GO:0034134",0.000153740786996731,0.99998295641174,8,16,"toll-like receptor 2 signaling pathway","BP",0.0329165322463404
"2342","GO:0005125",0.00015898011009933,0.999933544722437,30,173,"cytokine activity","MF",0.0329165322463404
"5233","GO:0015669",0.000166648056530562,0.999983294607975,7,16,"gas transport","BP",0.0329165322463404
"13122","GO:0051716",0.000167493654589054,0.999862044823721,814,6579,"cellular response to stimulus","BP",0.0331866619106332
"6385","GO:0019957",0.000172285773385788,0.99997449428968,9,24,"C-C chemokine binding","MF",0.0332852559311198
"11103","GO:0045236",0.00017587216042404,0.999981731132395,7,17,"CXCR chemokine receptor binding","MF",0.033344731500645
"12604","GO:0050766",0.00018636419257608,0.999943726231885,18,69,"positive regulation of phagocytosis","BP",0.0337311521512572
"7624","GO:0031838",0.000187485778708039,0.999994220368272,4,7,"haptoglobin-hemoglobin complex","CC",0.0337311521512572
"3736","GO:0008150",0.000188929058733515,0.999874099009623,1740,15361,"biological_process","BP",0.0338251053109812
"9959","GO:0042093",0.000189729371091648,0.999934542672348,22,86,"T-helper cell differentiation","BP",0.0338251053109812
"1040","GO:0002495",0.000194813441065334,0.999965381935485,10,32,"antigen processing and presentation of peptide antigen via MHC class II","BP",0.0352900015922281
"4408","GO:0009893",0.000199343508622106,0.999841620619974,427,3196,"positive regulation of metabolic process","BP",0.0354522220036165
"1192","GO:0002753",0.000199564152059652,0.999903344396558,42,207,"cytoplasmic pattern recognition receptor signaling pathway","BP",0.0359518595279325
"3367","GO:0006968",0.000204123047456703,0.999952615295774,13,44,"cellular defense response","BP",0.037749844847151
"17904","GO:0140507",0.000208906249685602,0.999983948919698,6,12,"granzyme-mediated programmed cell death signaling pathway","BP",0.037986577697296
"14976","GO:0070820",0.000215178608006676,0.999906755394528,32,155,"tertiary granule","CC",0.038065095491032
"6357","GO:0019884",0.000215537988480392,0.999949257649836,13,46,"antigen processing and presentation of exogenous antigen","BP",0.0385794973032238
"2373","GO:0005164",0.00022420367087866,0.999960051477399,10,30,"tumor necrosis factor receptor binding","MF",0.0388756087063309
"2674","GO:0005802",0.000226066987914756,0.999881268948835,51,266,"trans-Golgi network","CC",0.0392768629249953
"12429","GO:0048872",0.00022783596391573,0.999872610160168,61,343,"homeostasis of number of cells","BP",0.0401575208171968
"2209","GO:0004896",0.00023536386693501,0.999916686094054,22,93,"cytokine receptor activity","MF",0.0411877898459614
"13940","GO:0060761",0.000236155379024123,0.999919206186113,21,84,"negative regulation of response to cytokine stimulus","BP",0.0416631346195468
"12666","GO:0050856",0.000237433935357872,0.999936815291176,15,52,"regulation of T cell receptor signaling pathway","BP",0.0416631346195468
"9969","GO:0042116",0.0002577266990441,0.999903334932825,24,103,"macrophage activation","BP",0.0420628957713093
"2686","GO:0005833",0.000258821015246115,0.999991299959456,4,7,"hemoglobin complex","CC",0.0420628957713093
"18056","GO:0140888",0.000273009568226215,0.999897391294119,24,101,"interferon-mediated signaling pathway","BP",0.0420739675102478
"8150","GO:0032733",0.000275206630754055,0.999938930779805,12,39,"positive regulation of interleukin-10 production","BP",0.042784199951195
"975","GO:0002399",0.000278817739224118,0.999975376766921,6,14,"MHC class II protein complex assembly","BP",0.0448905694379479
"1043","GO:0002503",0.000278817739224118,0.999975376766921,6,14,"peptide antigen assembly with MHC class II protein complex","BP",0.0448905694379479
"1996","GO:0004576",0.000287900997544013,0.999994508309882,4,5,"oligosaccharyl transferase activity","MF",0.0449593780077421
"1999","GO:0004579",0.000287900997544013,0.999994508309882,4,5,"dolichyl-diphosphooligosaccharide-protein glycotransferase activity","MF",0.0455687651687124
"6764","GO:0023052",0.000296284609447078,0.999754957950641,728,5801,"signaling","BP",0.0455687651687124
"9802","GO:0038093",0.00029769694711762,0.999915153245408,16,55,"Fc receptor signaling pathway","BP",0.0470954694673295
"10585","GO:0043383",0.000310486960678093,0.999969290300061,7,13,"negative T cell selection","BP",0.0472451058104594
"7186","GO:0030890",0.000310783571745333,0.99992554632131,13,41,"positive regulation of B cell proliferation","BP",0.0472451058104594
"12681","GO:0050871",0.00031125771889067,0.999894163288195,20,81,"positive regulation of B cell activation","BP",0.0472451058104594
"20128","GO:1904724",0.000323779836124091,0.999919236095746,13,50,"tertiary granule lumen","CC",0.0472451058104594
"6359","GO:0019886",0.000339144631573529,0.999942328985443,9,28,"antigen processing and presentation of exogenous peptide antigen via MHC class II","BP",0.0476708430967172
"6384","GO:0019956",0.00034273397227004,0.999929183145764,11,33,"chemokine binding","MF",0.0476708430967172
"6033","GO:0018279",0.000343281592660954,0.999915681488773,13,44,"protein N-linked glycosylation via asparagine","BP",0.0476708430967172
"18813","GO:1901623",0.000354595081639268,0.99994185824725,9,24,"regulation of lymphocyte chemotaxis","BP",0.0478289148624939
"8148","GO:0032731",0.000359731803697451,0.99989441614851,16,59,"positive regulation of interleukin-1 beta production","BP",0.0483734680968394
"14404","GO:0061844",0.00037022793602659,0.999880845885498,17,96,"antimicrobial humoral immune response mediated by antimicrobial peptide","BP",0.0486139150882898
"1082","GO:0002573",0.000370238273946197,0.999810787052472,44,230,"myeloid leukocyte differentiation","BP",0.0486139150882898
"10574","GO:0043372",0.000381087203834468,0.999912662405413,12,38,"positive regulation of CD4-positive, alpha-beta T cell differentiation","BP",0.0487507769062368
"3454","GO:0007154",0.000387517533730692,0.999678304446831,730,5824,"cell communication","BP",0.0492546062154267
"17745","GO:0140096",0.000398220426319445,0.999691115538196,297,2102,"catalytic activity, acting on a protein","MF",0.0492546062154267
"9869","GO:0038187",0.000404223987600331,0.999898491447797,13,45,"pattern recognition receptor activity","MF",0.0492546062154267
"16816","GO:0098588",0.000405069976809893,0.999686011903803,293,2138,"bounding membrane of organelle","CC",0.0507370636389658
"16813","GO:0098581",0.000410009684434979,0.999932302995579,9,23,"detection of external biotic stimulus","BP",0.050987950075161
"7695","GO:0032006",0.000415205250860155,0.999811217161092,33,150,"regulation of TOR signaling","BP",0.0511159360646437
"12564","GO:0050672",0.000418637541375894,0.999853114297265,20,86,"negative regulation of lymphocyte proliferation","BP",0.0512029579108006
"9965","GO:0042105",0.000420593016218428,0.99997452579345,5,9,"alpha-beta T cell receptor complex","CC",0.0513821796802857
"465","GO:0001637",0.000423467300068163,0.999927078061728,9,26,"G protein-coupled chemoattractant receptor activity","MF",0.0513821796802857
